session_id,agent_id,profile_label,question_id,question_type,verdict_swap_off,verdict_swap_on,final_verdict
P10_RefSenVisGlo_I02_int__MH_056,P10_RefSenVisGlo_I02_int,Reflective-Sensing-Visual-Global,MH_056,,R1_WIN,,R1_WIN
P16_RefIntVerGlo_I02_int__MH_092,P16_RefIntVerGlo_I02_int,Reflective-Intuitive-Verbal-Global,MH_092,,R1_WIN,,R1_WIN
P02_ActSenVisGlo_I04_gen__MH_037,P02_ActSenVisGlo_I04_gen,Active-Sensing-Visual-Global,MH_037,,R1_WIN,,R1_WIN
P01_ActSenVisSeq_I05_gen__MH_014,P01_ActSenVisSeq_I05_gen,Active-Sensing-Visual-Sequential,MH_014,,R1_WIN,,R1_WIN
P07_ActIntVerSeq_I03_adv__MH_074,P07_ActIntVerSeq_I03_adv,Active-Intuitive-Verbal-Sequential,MH_074,,R1_WIN,,R1_WIN
P11_RefSenVerSeq_I01_beg__MH_071,P11_RefSenVerSeq_I01_beg,Reflective-Sensing-Verbal-Sequential,MH_071,,R1_WIN,,R1_WIN
P09_RefSenVisSeq_I03_adv__MH_051,P09_RefSenVisSeq_I03_adv,Reflective-Sensing-Visual-Sequential,MH_051,,R1_WIN,,R1_WIN
P11_RefSenVerSeq_I02_int__MH_023,P11_RefSenVerSeq_I02_int,Reflective-Sensing-Verbal-Sequential,MH_023,,R1_WIN,,R1_WIN
P12_RefSenVerGlo_I04_gen__MH_077,P12_RefSenVerGlo_I04_gen,Reflective-Sensing-Verbal-Global,MH_077,,R1_WIN,,R1_WIN
P04_ActSenVerGlo_I05_gen__MH_107,P04_ActSenVerGlo_I05_gen,Active-Sensing-Verbal-Global,MH_107,,R1_WIN,,R1_WIN
P15_RefIntVerSeq_I03_adv__MH_081,P15_RefIntVerSeq_I03_adv,Reflective-Intuitive-Verbal-Sequential,MH_081,,R1_WIN,,R1_WIN
P07_ActIntVerSeq_I01_beg__MH_082,P07_ActIntVerSeq_I01_beg,Active-Intuitive-Verbal-Sequential,MH_082,,R1_WIN,,R1_WIN
P10_RefSenVisGlo_I01_beg__MH_056,P10_RefSenVisGlo_I01_beg,Reflective-Sensing-Visual-Global,MH_056,,R1_WIN,,R1_WIN
P09_RefSenVisSeq_I04_gen__MH_089,P09_RefSenVisSeq_I04_gen,Reflective-Sensing-Visual-Sequential,MH_089,,R0_WIN,,R0_WIN
P03_ActSenVerSeq_I01_beg__MH_015,P03_ActSenVerSeq_I01_beg,Active-Sensing-Verbal-Sequential,MH_015,,R1_WIN,,R1_WIN
P14_RefIntVisGlo_I02_int__MH_070,P14_RefIntVisGlo_I02_int,Reflective-Intuitive-Visual-Global,MH_070,,R1_WIN,,R1_WIN
P09_RefSenVisSeq_I01_beg__MH_084,P09_RefSenVisSeq_I01_beg,Reflective-Sensing-Visual-Sequential,MH_084,,R1_WIN,,R1_WIN
P01_ActSenVisSeq_I02_int__MH_028,P01_ActSenVisSeq_I02_int,Active-Sensing-Visual-Sequential,MH_028,,R1_WIN,,R1_WIN
P12_RefSenVerGlo_I05_gen__MH_068,P12_RefSenVerGlo_I05_gen,Reflective-Sensing-Verbal-Global,MH_068,,R1_WIN,,R1_WIN
P07_ActIntVerSeq_I02_int__MH_100,P07_ActIntVerSeq_I02_int,Active-Intuitive-Verbal-Sequential,MH_100,,R1_WIN,,R1_WIN
P02_ActSenVisGlo_I01_beg__MH_082,P02_ActSenVisGlo_I01_beg,Active-Sensing-Visual-Global,MH_082,,R1_WIN,,R1_WIN
P01_ActSenVisSeq_I03_adv__MH_088,P01_ActSenVisSeq_I03_adv,Active-Sensing-Visual-Sequential,MH_088,,R1_WIN,,R1_WIN
P12_RefSenVerGlo_I05_gen__MH_028,P12_RefSenVerGlo_I05_gen,Reflective-Sensing-Verbal-Global,MH_028,,R1_WIN,,R1_WIN
P09_RefSenVisSeq_I01_beg__MH_090,P09_RefSenVisSeq_I01_beg,Reflective-Sensing-Visual-Sequential,MH_090,,R1_WIN,,R1_WIN
P02_ActSenVisGlo_I05_gen__MH_042,P02_ActSenVisGlo_I05_gen,Active-Sensing-Visual-Global,MH_042,,R1_WIN,,R1_WIN
P03_ActSenVerSeq_I05_gen__MH_093,P03_ActSenVerSeq_I05_gen,Active-Sensing-Verbal-Sequential,MH_093,,R1_WIN,,R1_WIN
P10_RefSenVisGlo_I03_adv__MH_065,P10_RefSenVisGlo_I03_adv,Reflective-Sensing-Visual-Global,MH_065,,R1_WIN,,R1_WIN
P03_ActSenVerSeq_I01_beg__MH_009,P03_ActSenVerSeq_I01_beg,Active-Sensing-Verbal-Sequential,MH_009,,R0_WIN,,R0_WIN
P15_RefIntVerSeq_I02_int__MH_088,P15_RefIntVerSeq_I02_int,Reflective-Intuitive-Verbal-Sequential,MH_088,,R1_WIN,,R1_WIN
P13_RefIntVisSeq_I04_gen__MH_085,P13_RefIntVisSeq_I04_gen,Reflective-Intuitive-Visual-Sequential,MH_085,,R1_WIN,,R1_WIN
P03_ActSenVerSeq_I02_int__MH_030,P03_ActSenVerSeq_I02_int,Active-Sensing-Verbal-Sequential,MH_030,,R1_WIN,,R1_WIN
P08_ActIntVerGlo_I01_beg__MH_100,P08_ActIntVerGlo_I01_beg,Active-Intuitive-Verbal-Global,MH_100,,R1_WIN,,R1_WIN
P06_ActIntVisGlo_I02_int__MH_102,P06_ActIntVisGlo_I02_int,Active-Intuitive-Visual-Global,MH_102,,R1_WIN,,R1_WIN
P15_RefIntVerSeq_I04_gen__MH_014,P15_RefIntVerSeq_I04_gen,Reflective-Intuitive-Verbal-Sequential,MH_014,,R1_WIN,,R1_WIN
P13_RefIntVisSeq_I03_adv__MH_080,P13_RefIntVisSeq_I03_adv,Reflective-Intuitive-Visual-Sequential,MH_080,,R0_WIN,,R0_WIN
P02_ActSenVisGlo_I01_beg__MH_086,P02_ActSenVisGlo_I01_beg,Active-Sensing-Visual-Global,MH_086,,R1_WIN,,R1_WIN
P11_RefSenVerSeq_I03_adv__MH_056,P11_RefSenVerSeq_I03_adv,Reflective-Sensing-Verbal-Sequential,MH_056,,R1_WIN,,R1_WIN
P05_ActIntVisSeq_I05_gen__MH_079,P05_ActIntVisSeq_I05_gen,Active-Intuitive-Visual-Sequential,MH_079,,R1_WIN,,R1_WIN
P03_ActSenVerSeq_I02_int__MH_107,P03_ActSenVerSeq_I02_int,Active-Sensing-Verbal-Sequential,MH_107,,R1_WIN,,R1_WIN
P02_ActSenVisGlo_I04_gen__MH_042,P02_ActSenVisGlo_I04_gen,Active-Sensing-Visual-Global,MH_042,,R1_WIN,,R1_WIN
P16_RefIntVerGlo_I02_int__MH_071,P16_RefIntVerGlo_I02_int,Reflective-Intuitive-Verbal-Global,MH_071,,R1_WIN,,R1_WIN
P07_ActIntVerSeq_I03_adv__MH_073,P07_ActIntVerSeq_I03_adv,Active-Intuitive-Verbal-Sequential,MH_073,,R1_WIN,,R1_WIN
P03_ActSenVerSeq_I04_gen__MH_001,P03_ActSenVerSeq_I04_gen,Active-Sensing-Verbal-Sequential,MH_001,,R1_WIN,,R1_WIN
P10_RefSenVisGlo_I05_gen__MH_039,P10_RefSenVisGlo_I05_gen,Reflective-Sensing-Visual-Global,MH_039,,R1_WIN,,R1_WIN
P05_ActIntVisSeq_I01_beg__MH_092,P05_ActIntVisSeq_I01_beg,Active-Intuitive-Visual-Sequential,MH_092,,R0_WIN,,R0_WIN
P05_ActIntVisSeq_I05_gen__MH_027,P05_ActIntVisSeq_I05_gen,Active-Intuitive-Visual-Sequential,MH_027,,R1_WIN,,R1_WIN
P12_RefSenVerGlo_I02_int__MH_021,P12_RefSenVerGlo_I02_int,Reflective-Sensing-Verbal-Global,MH_021,,R1_WIN,,R1_WIN
P07_ActIntVerSeq_I05_gen__MH_100,P07_ActIntVerSeq_I05_gen,Active-Intuitive-Verbal-Sequential,MH_100,,R1_WIN,,R1_WIN
P04_ActSenVerGlo_I05_gen__MH_074,P04_ActSenVerGlo_I05_gen,Active-Sensing-Verbal-Global,MH_074,,R1_WIN,,R1_WIN
P04_ActSenVerGlo_I01_beg__MH_046,P04_ActSenVerGlo_I01_beg,Active-Sensing-Verbal-Global,MH_046,,R1_WIN,,R1_WIN
P03_ActSenVerSeq_I04_gen__MH_072,P03_ActSenVerSeq_I04_gen,Active-Sensing-Verbal-Sequential,MH_072,,R1_WIN,,R1_WIN
P13_RefIntVisSeq_I03_adv__MH_009,P13_RefIntVisSeq_I03_adv,Reflective-Intuitive-Visual-Sequential,MH_009,,R0_WIN,,R0_WIN
P08_ActIntVerGlo_I05_gen__MH_089,P08_ActIntVerGlo_I05_gen,Active-Intuitive-Verbal-Global,MH_089,,R1_WIN,,R1_WIN
P15_RefIntVerSeq_I04_gen__MH_038,P15_RefIntVerSeq_I04_gen,Reflective-Intuitive-Verbal-Sequential,MH_038,,R1_WIN,,R1_WIN
P05_ActIntVisSeq_I02_int__MH_079,P05_ActIntVisSeq_I02_int,Active-Intuitive-Visual-Sequential,MH_079,,R1_WIN,,R1_WIN
P13_RefIntVisSeq_I01_beg__MH_090,P13_RefIntVisSeq_I01_beg,Reflective-Intuitive-Visual-Sequential,MH_090,,R1_WIN,,R1_WIN
P01_ActSenVisSeq_I01_beg__MH_071,P01_ActSenVisSeq_I01_beg,Active-Sensing-Visual-Sequential,MH_071,,R1_WIN,,R1_WIN
P08_ActIntVerGlo_I05_gen__MH_035,P08_ActIntVerGlo_I05_gen,Active-Intuitive-Verbal-Global,MH_035,,R1_WIN,,R1_WIN
P06_ActIntVisGlo_I05_gen__MH_102,P06_ActIntVisGlo_I05_gen,Active-Intuitive-Visual-Global,MH_102,,R1_WIN,,R1_WIN
P04_ActSenVerGlo_I05_gen__MH_091,P04_ActSenVerGlo_I05_gen,Active-Sensing-Verbal-Global,MH_091,,R1_WIN,,R1_WIN
P14_RefIntVisGlo_I03_adv__MH_106,P14_RefIntVisGlo_I03_adv,Reflective-Intuitive-Visual-Global,MH_106,,R1_WIN,,R1_WIN
P04_ActSenVerGlo_I01_beg__MH_082,P04_ActSenVerGlo_I01_beg,Active-Sensing-Verbal-Global,MH_082,,R1_WIN,,R1_WIN
P14_RefIntVisGlo_I05_gen__MH_076,P14_RefIntVisGlo_I05_gen,Reflective-Intuitive-Visual-Global,MH_076,,R1_WIN,,R1_WIN
P15_RefIntVerSeq_I04_gen__MH_083,P15_RefIntVerSeq_I04_gen,Reflective-Intuitive-Verbal-Sequential,MH_083,,R1_WIN,,R1_WIN
P01_ActSenVisSeq_I05_gen__MH_070,P01_ActSenVisSeq_I05_gen,Active-Sensing-Visual-Sequential,MH_070,,R1_WIN,,R1_WIN
P06_ActIntVisGlo_I03_adv__MH_103,P06_ActIntVisGlo_I03_adv,Active-Intuitive-Visual-Global,MH_103,,R1_WIN,,R1_WIN
P05_ActIntVisSeq_I02_int__MH_027,P05_ActIntVisSeq_I02_int,Active-Intuitive-Visual-Sequential,MH_027,,R1_WIN,,R1_WIN
P06_ActIntVisGlo_I04_gen__MH_079,P06_ActIntVisGlo_I04_gen,Active-Intuitive-Visual-Global,MH_079,,R1_WIN,,R1_WIN
P07_ActIntVerSeq_I03_adv__MH_095,P07_ActIntVerSeq_I03_adv,Active-Intuitive-Verbal-Sequential,MH_095,,R1_WIN,,R1_WIN
P12_RefSenVerGlo_I01_beg__MH_090,P12_RefSenVerGlo_I01_beg,Reflective-Sensing-Verbal-Global,MH_090,,R1_WIN,,R1_WIN
P07_ActIntVerSeq_I05_gen__MH_103,P07_ActIntVerSeq_I05_gen,Active-Intuitive-Verbal-Sequential,MH_103,,R1_WIN,,R1_WIN
P01_ActSenVisSeq_I03_adv__MH_060,P01_ActSenVisSeq_I03_adv,Active-Sensing-Visual-Sequential,MH_060,,R1_WIN,,R1_WIN
P05_ActIntVisSeq_I05_gen__MH_015,P05_ActIntVisSeq_I05_gen,Active-Intuitive-Visual-Sequential,MH_015,,R1_WIN,,R1_WIN
P10_RefSenVisGlo_I01_beg__MH_075,P10_RefSenVisGlo_I01_beg,Reflective-Sensing-Visual-Global,MH_075,,R1_WIN,,R1_WIN
P05_ActIntVisSeq_I01_beg__MH_038,P05_ActIntVisSeq_I01_beg,Active-Intuitive-Visual-Sequential,MH_038,,R1_WIN,,R1_WIN
P15_RefIntVerSeq_I02_int__MH_036,P15_RefIntVerSeq_I02_int,Reflective-Intuitive-Verbal-Sequential,MH_036,,R1_WIN,,R1_WIN
P13_RefIntVisSeq_I04_gen__MH_050,P13_RefIntVisSeq_I04_gen,Reflective-Intuitive-Visual-Sequential,MH_050,,R1_WIN,,R1_WIN
P08_ActIntVerGlo_I04_gen__MH_069,P08_ActIntVerGlo_I04_gen,Active-Intuitive-Verbal-Global,MH_069,,R1_WIN,,R1_WIN
P16_RefIntVerGlo_I04_gen__MH_029,P16_RefIntVerGlo_I04_gen,Reflective-Intuitive-Verbal-Global,MH_029,,R1_WIN,,R1_WIN
P12_RefSenVerGlo_I04_gen__MH_076,P12_RefSenVerGlo_I04_gen,Reflective-Sensing-Verbal-Global,MH_076,,R1_WIN,,R1_WIN
P16_RefIntVerGlo_I05_gen__MH_083,P16_RefIntVerGlo_I05_gen,Reflective-Intuitive-Verbal-Global,MH_083,,R1_WIN,,R1_WIN
P05_ActIntVisSeq_I01_beg__MH_027,P05_ActIntVisSeq_I01_beg,Active-Intuitive-Visual-Sequential,MH_027,,R1_WIN,,R1_WIN
P10_RefSenVisGlo_I02_int__MH_092,P10_RefSenVisGlo_I02_int,Reflective-Sensing-Visual-Global,MH_092,,R1_WIN,,R1_WIN
P16_RefIntVerGlo_I03_adv__MH_071,P16_RefIntVerGlo_I03_adv,Reflective-Intuitive-Verbal-Global,MH_071,,R1_WIN,,R1_WIN
P03_ActSenVerSeq_I01_beg__MH_030,P03_ActSenVerSeq_I01_beg,Active-Sensing-Verbal-Sequential,MH_030,,R1_WIN,,R1_WIN
P01_ActSenVisSeq_I05_gen__MH_046,P01_ActSenVisSeq_I05_gen,Active-Sensing-Visual-Sequential,MH_046,,R1_WIN,,R1_WIN
P11_RefSenVerSeq_I02_int__MH_075,P11_RefSenVerSeq_I02_int,Reflective-Sensing-Verbal-Sequential,MH_075,,R1_WIN,,R1_WIN
P14_RefIntVisGlo_I03_adv__MH_008,P14_RefIntVisGlo_I03_adv,Reflective-Intuitive-Visual-Global,MH_008,,R1_WIN,,R1_WIN
P10_RefSenVisGlo_I04_gen__MH_082,P10_RefSenVisGlo_I04_gen,Reflective-Sensing-Visual-Global,MH_082,,R1_WIN,,R1_WIN
P08_ActIntVerGlo_I04_gen__MH_046,P08_ActIntVerGlo_I04_gen,Active-Intuitive-Verbal-Global,MH_046,,R1_WIN,,R1_WIN
P15_RefIntVerSeq_I02_int__MH_104,P15_RefIntVerSeq_I02_int,Reflective-Intuitive-Verbal-Sequential,MH_104,,R1_WIN,,R1_WIN
P07_ActIntVerSeq_I01_beg__MH_071,P07_ActIntVerSeq_I01_beg,Active-Intuitive-Verbal-Sequential,MH_071,,R1_WIN,,R1_WIN
P09_RefSenVisSeq_I05_gen__MH_091,P09_RefSenVisSeq_I05_gen,Reflective-Sensing-Visual-Sequential,MH_091,,R1_WIN,,R1_WIN
P10_RefSenVisGlo_I04_gen__MH_088,P10_RefSenVisGlo_I04_gen,Reflective-Sensing-Visual-Global,MH_088,,R1_WIN,,R1_WIN
P10_RefSenVisGlo_I03_adv__MH_070,P10_RefSenVisGlo_I03_adv,Reflective-Sensing-Visual-Global,MH_070,,R1_WIN,,R1_WIN
P04_ActSenVerGlo_I05_gen__MH_046,P04_ActSenVerGlo_I05_gen,Active-Sensing-Verbal-Global,MH_046,,R1_WIN,,R1_WIN
P05_ActIntVisSeq_I04_gen__MH_070,P05_ActIntVisSeq_I04_gen,Active-Intuitive-Visual-Sequential,MH_070,,R1_WIN,,R1_WIN
P04_ActSenVerGlo_I03_adv__MH_106,P04_ActSenVerGlo_I03_adv,Active-Sensing-Verbal-Global,MH_106,,R1_WIN,,R1_WIN
P05_ActIntVisSeq_I02_int__MH_092,P05_ActIntVisSeq_I02_int,Active-Intuitive-Visual-Sequential,MH_092,,R0_WIN,,R0_WIN
P06_ActIntVisGlo_I02_int__MH_035,P06_ActIntVisGlo_I02_int,Active-Intuitive-Visual-Global,MH_035,,R1_WIN,,R1_WIN
P08_ActIntVerGlo_I05_gen__MH_072,P08_ActIntVerGlo_I05_gen,Active-Intuitive-Verbal-Global,MH_072,,R1_WIN,,R1_WIN
P02_ActSenVisGlo_I02_int__MH_081,P02_ActSenVisGlo_I02_int,Active-Sensing-Visual-Global,MH_081,,R0_WIN,,R0_WIN
P12_RefSenVerGlo_I05_gen__MH_032,P12_RefSenVerGlo_I05_gen,Reflective-Sensing-Verbal-Global,MH_032,,R1_WIN,,R1_WIN
P04_ActSenVerGlo_I02_int__MH_090,P04_ActSenVerGlo_I02_int,Active-Sensing-Verbal-Global,MH_090,,R1_WIN,,R1_WIN
P06_ActIntVisGlo_I02_int__MH_023,P06_ActIntVisGlo_I02_int,Active-Intuitive-Visual-Global,MH_023,,R1_WIN,,R1_WIN
P16_RefIntVerGlo_I03_adv__MH_097,P16_RefIntVerGlo_I03_adv,Reflective-Intuitive-Verbal-Global,MH_097,,R1_WIN,,R1_WIN
P03_ActSenVerSeq_I04_gen__MH_097,P03_ActSenVerSeq_I04_gen,Active-Sensing-Verbal-Sequential,MH_097,,R1_WIN,,R1_WIN
P01_ActSenVisSeq_I05_gen__MH_027,P01_ActSenVisSeq_I05_gen,Active-Sensing-Visual-Sequential,MH_027,,R1_WIN,,R1_WIN
P10_RefSenVisGlo_I02_int__MH_071,P10_RefSenVisGlo_I02_int,Reflective-Sensing-Visual-Global,MH_071,,R1_WIN,,R1_WIN
P07_ActIntVerSeq_I01_beg__MH_080,P07_ActIntVerSeq_I01_beg,Active-Intuitive-Verbal-Sequential,MH_080,,R1_WIN,,R1_WIN
P16_RefIntVerGlo_I05_gen__MH_099,P16_RefIntVerGlo_I05_gen,Reflective-Intuitive-Verbal-Global,MH_099,,R1_WIN,,R1_WIN
P09_RefSenVisSeq_I02_int__MH_093,P09_RefSenVisSeq_I02_int,Reflective-Sensing-Visual-Sequential,MH_093,,R1_WIN,,R1_WIN
P01_ActSenVisSeq_I04_gen__MH_102,P01_ActSenVisSeq_I04_gen,Active-Sensing-Visual-Sequential,MH_102,,R1_WIN,,R1_WIN
P04_ActSenVerGlo_I05_gen__MH_092,P04_ActSenVerGlo_I05_gen,Active-Sensing-Verbal-Global,MH_092,,R1_WIN,,R1_WIN
P03_ActSenVerSeq_I05_gen__MH_098,P03_ActSenVerSeq_I05_gen,Active-Sensing-Verbal-Sequential,MH_098,,R1_WIN,,R1_WIN
P13_RefIntVisSeq_I04_gen__MH_108,P13_RefIntVisSeq_I04_gen,Reflective-Intuitive-Visual-Sequential,MH_108,,R1_WIN,,R1_WIN
P02_ActSenVisGlo_I01_beg__MH_028,P02_ActSenVisGlo_I01_beg,Active-Sensing-Visual-Global,MH_028,,R1_WIN,,R1_WIN
P14_RefIntVisGlo_I05_gen__MH_074,P14_RefIntVisGlo_I05_gen,Reflective-Intuitive-Visual-Global,MH_074,,R1_WIN,,R1_WIN
P05_ActIntVisSeq_I01_beg__MH_021,P05_ActIntVisSeq_I01_beg,Active-Intuitive-Visual-Sequential,MH_021,,R1_WIN,,R1_WIN
P04_ActSenVerGlo_I01_beg__MH_087,P04_ActSenVerGlo_I01_beg,Active-Sensing-Verbal-Global,MH_087,,R1_WIN,,R1_WIN
P09_RefSenVisSeq_I05_gen__MH_038,P09_RefSenVisSeq_I05_gen,Reflective-Sensing-Visual-Sequential,MH_038,,R1_WIN,,R1_WIN
P05_ActIntVisSeq_I03_adv__MH_089,P05_ActIntVisSeq_I03_adv,Active-Intuitive-Visual-Sequential,MH_089,,R1_WIN,,R1_WIN
P13_RefIntVisSeq_I01_beg__MH_093,P13_RefIntVisSeq_I01_beg,Reflective-Intuitive-Visual-Sequential,MH_093,,R1_WIN,,R1_WIN
P15_RefIntVerSeq_I05_gen__MH_021,P15_RefIntVerSeq_I05_gen,Reflective-Intuitive-Verbal-Sequential,MH_021,,R1_WIN,,R1_WIN
P05_ActIntVisSeq_I01_beg__MH_070,P05_ActIntVisSeq_I01_beg,Active-Intuitive-Visual-Sequential,MH_070,,R1_WIN,,R1_WIN
P13_RefIntVisSeq_I04_gen__MH_015,P13_RefIntVisSeq_I04_gen,Reflective-Intuitive-Visual-Sequential,MH_015,,R1_WIN,,R1_WIN
P11_RefSenVerSeq_I01_beg__MH_056,P11_RefSenVerSeq_I01_beg,Reflective-Sensing-Verbal-Sequential,MH_056,,R1_WIN,,R1_WIN
P14_RefIntVisGlo_I01_beg__MH_028,P14_RefIntVisGlo_I01_beg,Reflective-Intuitive-Visual-Global,MH_028,,R1_WIN,,R1_WIN
P06_ActIntVisGlo_I05_gen__MH_009,P06_ActIntVisGlo_I05_gen,Active-Intuitive-Visual-Global,MH_009,,R1_WIN,,R1_WIN
P06_ActIntVisGlo_I05_gen__MH_071,P06_ActIntVisGlo_I05_gen,Active-Intuitive-Visual-Global,MH_071,,R1_WIN,,R1_WIN
P06_ActIntVisGlo_I05_gen__MH_083,P06_ActIntVisGlo_I05_gen,Active-Intuitive-Visual-Global,MH_083,,R1_WIN,,R1_WIN
P07_ActIntVerSeq_I04_gen__MH_108,P07_ActIntVerSeq_I04_gen,Active-Intuitive-Verbal-Sequential,MH_108,,R1_WIN,,R1_WIN
P15_RefIntVerSeq_I05_gen__MH_051,P15_RefIntVerSeq_I05_gen,Reflective-Intuitive-Verbal-Sequential,MH_051,,R1_WIN,,R1_WIN
P10_RefSenVisGlo_I05_gen__MH_023,P10_RefSenVisGlo_I05_gen,Reflective-Sensing-Visual-Global,MH_023,,R1_WIN,,R1_WIN
P10_RefSenVisGlo_I05_gen__MH_108,P10_RefSenVisGlo_I05_gen,Reflective-Sensing-Visual-Global,MH_108,,R1_WIN,,R1_WIN
P01_ActSenVisSeq_I04_gen__MH_083,P01_ActSenVisSeq_I04_gen,Active-Sensing-Visual-Sequential,MH_083,,R1_WIN,,R1_WIN
P05_ActIntVisSeq_I03_adv__MH_094,P05_ActIntVisSeq_I03_adv,Active-Intuitive-Visual-Sequential,MH_094,,R0_WIN,,R0_WIN
P01_ActSenVisSeq_I03_adv__MH_106,P01_ActSenVisSeq_I03_adv,Active-Sensing-Visual-Sequential,MH_106,,R1_WIN,,R1_WIN
P10_RefSenVisGlo_I04_gen__MH_049,P10_RefSenVisGlo_I04_gen,Reflective-Sensing-Visual-Global,MH_049,,R1_WIN,,R1_WIN
P16_RefIntVerGlo_I04_gen__MH_060,P16_RefIntVerGlo_I04_gen,Reflective-Intuitive-Verbal-Global,MH_060,,R1_WIN,,R1_WIN
P12_RefSenVerGlo_I05_gen__MH_037,P12_RefSenVerGlo_I05_gen,Reflective-Sensing-Verbal-Global,MH_037,,R1_WIN,,R1_WIN
P13_RefIntVisSeq_I02_int__MH_033,P13_RefIntVisSeq_I02_int,Reflective-Intuitive-Visual-Sequential,MH_033,,R1_WIN,,R1_WIN
P15_RefIntVerSeq_I04_gen__MH_076,P15_RefIntVerSeq_I04_gen,Reflective-Intuitive-Verbal-Sequential,MH_076,,R0_WIN,,R0_WIN
P05_ActIntVisSeq_I02_int__MH_099,P05_ActIntVisSeq_I02_int,Active-Intuitive-Visual-Sequential,MH_099,,R1_WIN,,R1_WIN
P10_RefSenVisGlo_I03_adv__MH_069,P10_RefSenVisGlo_I03_adv,Reflective-Sensing-Visual-Global,MH_069,,R1_WIN,,R1_WIN
P09_RefSenVisSeq_I01_beg__MH_035,P09_RefSenVisSeq_I01_beg,Reflective-Sensing-Visual-Sequential,MH_035,,R1_WIN,,R1_WIN
P05_ActIntVisSeq_I05_gen__MH_107,P05_ActIntVisSeq_I05_gen,Active-Intuitive-Visual-Sequential,MH_107,,R1_WIN,,R1_WIN
P07_ActIntVerSeq_I02_int__MH_046,P07_ActIntVerSeq_I02_int,Active-Intuitive-Verbal-Sequential,MH_046,,R1_WIN,,R1_WIN
P08_ActIntVerGlo_I05_gen__MH_084,P08_ActIntVerGlo_I05_gen,Active-Intuitive-Verbal-Global,MH_084,,R1_WIN,,R1_WIN
P16_RefIntVerGlo_I03_adv__MH_094,P16_RefIntVerGlo_I03_adv,Reflective-Intuitive-Verbal-Global,MH_094,,R1_WIN,,R1_WIN
P09_RefSenVisSeq_I04_gen__MH_073,P09_RefSenVisSeq_I04_gen,Reflective-Sensing-Visual-Sequential,MH_073,,R1_WIN,,R1_WIN
P10_RefSenVisGlo_I03_adv__MH_008,P10_RefSenVisGlo_I03_adv,Reflective-Sensing-Visual-Global,MH_008,,R1_WIN,,R1_WIN
P04_ActSenVerGlo_I05_gen__MH_038,P04_ActSenVerGlo_I05_gen,Active-Sensing-Verbal-Global,MH_038,,R1_WIN,,R1_WIN
P03_ActSenVerSeq_I03_adv__MH_033,P03_ActSenVerSeq_I03_adv,Active-Sensing-Verbal-Sequential,MH_033,,R1_WIN,,R1_WIN
P12_RefSenVerGlo_I02_int__MH_065,P12_RefSenVerGlo_I02_int,Reflective-Sensing-Verbal-Global,MH_065,,R1_WIN,,R1_WIN
P12_RefSenVerGlo_I05_gen__MH_076,P12_RefSenVerGlo_I05_gen,Reflective-Sensing-Verbal-Global,MH_076,,R1_WIN,,R1_WIN
P04_ActSenVerGlo_I03_adv__MH_069,P04_ActSenVerGlo_I03_adv,Active-Sensing-Verbal-Global,MH_069,,R1_WIN,,R1_WIN
P06_ActIntVisGlo_I03_adv__MH_074,P06_ActIntVisGlo_I03_adv,Active-Intuitive-Visual-Global,MH_074,,R1_WIN,,R1_WIN
P11_RefSenVerSeq_I03_adv__MH_095,P11_RefSenVerSeq_I03_adv,Reflective-Sensing-Verbal-Sequential,MH_095,,R1_WIN,,R1_WIN
P14_RefIntVisGlo_I02_int__MH_081,P14_RefIntVisGlo_I02_int,Reflective-Intuitive-Visual-Global,MH_081,,R1_WIN,,R1_WIN
P06_ActIntVisGlo_I03_adv__MH_069,P06_ActIntVisGlo_I03_adv,Active-Intuitive-Visual-Global,MH_069,,R1_WIN,,R1_WIN
P07_ActIntVerSeq_I02_int__MH_095,P07_ActIntVerSeq_I02_int,Active-Intuitive-Verbal-Sequential,MH_095,,R1_WIN,,R1_WIN
P12_RefSenVerGlo_I03_adv__MH_051,P12_RefSenVerGlo_I03_adv,Reflective-Sensing-Verbal-Global,MH_051,,R1_WIN,,R1_WIN
P05_ActIntVisSeq_I02_int__MH_014,P05_ActIntVisSeq_I02_int,Active-Intuitive-Visual-Sequential,MH_014,,R0_WIN,,R0_WIN
P16_RefIntVerGlo_I03_adv__MH_030,P16_RefIntVerGlo_I03_adv,Reflective-Intuitive-Verbal-Global,MH_030,,R1_WIN,,R1_WIN
P16_RefIntVerGlo_I02_int__MH_070,P16_RefIntVerGlo_I02_int,Reflective-Intuitive-Verbal-Global,MH_070,,R1_WIN,,R1_WIN
P07_ActIntVerSeq_I05_gen__MH_095,P07_ActIntVerSeq_I05_gen,Active-Intuitive-Verbal-Sequential,MH_095,,R1_WIN,,R1_WIN
P03_ActSenVerSeq_I01_beg__MH_031,P03_ActSenVerSeq_I01_beg,Active-Sensing-Verbal-Sequential,MH_031,,R1_WIN,,R1_WIN
P03_ActSenVerSeq_I02_int__MH_079,P03_ActSenVerSeq_I02_int,Active-Sensing-Verbal-Sequential,MH_079,,R1_WIN,,R1_WIN
P03_ActSenVerSeq_I05_gen__MH_099,P03_ActSenVerSeq_I05_gen,Active-Sensing-Verbal-Sequential,MH_099,,R1_WIN,,R1_WIN
P08_ActIntVerGlo_I05_gen__MH_028,P08_ActIntVerGlo_I05_gen,Active-Intuitive-Verbal-Global,MH_028,,R1_WIN,,R1_WIN
